Industry_of_Project,Employee_Count,team_size_grown,Number_of_Co_founders,customer_satisfaction_score,churn_rate,scalability_score,monthly_recurring_revenue,burn_rate,business_sustainability_score,User_Adoption_Rate,Revenue_Growth,Market_Competition,customer_acquisition_cost,Dependent_Project_Status,revenue_to_burn_ratio,revenue_per_employee,satisfaction_adoption_product,churn_competition_risk,growth_sustainability_score,team_growth_efficiency
Finance,25,0,2,4.95,0.304,32,9080,11889,24,0.18,1.87,4,270,0,0.7636669470142977,349.2307692307692,0.891,1.216,2.8487999999999998,0.0
Energy,48,1,3,10.03,0.043,74,73990,20572,99,0.896,8.24,3,77,1,3.5964613814222526,1510.0,8.98688,0.129,18.0576,1.51
Real Estate,215,3,2,7.65,0.018,83,135011,41641,87,0.901,6.43,2,97,1,3.2421833725565534,625.050925925926,6.892650000000001,0.036,14.2941,1.875152777777778
Pharmaceuticals,74,1,3,7.78,0.017,72,56274,21149,95,0.92,19.24,2,72,1,2.660709219858156,750.32,7.1576,0.034,27.778,0.7503200000000001
Food & Beverages,79,2,3,8.46,0.025,87,120180,34655,83,0.929,10.79,2,51,1,3.467797783933518,1502.25,7.859340000000001,0.05,17.2557,3.0045
Gaming,52,2,2,8.38,0.028,83,44458,16234,86,0.854,39.41,2,96,1,2.7384046812442255,838.8301886792453,7.15652,0.056,42.492599999999996,1.6776603773584906
Career Services,39,3,2,9.25,0.043,71,109333,27627,94,0.863,15.86,2,77,1,3.957325901259592,2733.325,7.98275,0.086,24.308400000000002,8.199974999999998
Human Resources,70,2,2,8.06,0.054,64,71330,11226,99,0.891,27.53,2,73,1,6.353433686648259,1004.6478873239437,7.18146,0.108,37.154700000000005,2.0092957746478874
Education,26,2,3,6.33,0.189,51,28583,27449,53,0.604,7.04,2,81,0,1.0412750455373405,1058.6296296296296,3.82332,0.378,9.0312,2.117259259259259
Gaming,10,0,1,5.68,0.326,45,19050,24378,39,0.285,8.47,4,193,0,0.7814102301160835,1731.8181818181818,1.6187999999999998,1.304,7.2033,0.0
Energy,7,0,1,4.75,0.417,21,15367,15374,40,0.163,1.05,5,147,0,0.9994796747967479,1920.875,0.77425,2.085,4.42,0.0
Healthcare,11,1,1,4.24,0.42,48,16607,18146,44,0.151,-3.18,5,168,0,0.9151374882900755,1383.9166666666667,0.64024,2.1,3.0008000000000004,1.3839166666666667
Career Services,6,0,1,6.83,0.4,37,12375,13513,32,0.219,-8.38,5,260,0,0.9157170341867693,1767.857142857143,1.49577,2.0,0.5183999999999997,0.0
Real Estate,10,0,1,4.83,0.44,64,18854,19911,25,0.15,-2.06,4,223,0,0.9468662113298514,1714.0,0.7245,1.76,1.985,0.0
Human Resources,107,3,2,7.57,0.057,90,57478,19074,90,0.807,26.14,2,66,1,3.0132634338138926,532.2037037037037,6.10899,0.114,32.525999999999996,1.596611111111111
Advertising,25,1,2,3.53,0.255,46,9754,16201,30,0.174,-11.45,5,261,0,0.6020244414269843,375.15384615384613,0.6142199999999999,1.275,-0.4349999999999998,0.3751538461538461
Energy,6,0,1,7.06,0.357,47,29099,31973,45,0.342,7.26,4,212,0,0.9100831925939826,4157.0,2.41452,1.428,7.7669999999999995,0.0
Human Resources,43,3,2,8.88,0.021,68,64467,6909,73,0.877,14.26,3,188,1,9.329522431259045,1465.159090909091,7.7877600000000005,0.063,17.709799999999998,4.395477272727273
Transportation,13,0,2,6.51,0.278,17,7308,11100,41,0.271,1.37,5,203,0,0.6583190703540222,522.0,1.76421,1.3900000000000001,4.6617,0.0
Gaming,35,0,2,2.53,0.216,34,8033,11922,11,0.227,-6.33,3,190,0,0.6737398305795521,223.13888888888889,0.57431,0.648,0.40369999999999995,0.0
Marketing,16,0,2,5.4,0.457,10,20716,29214,43,0.299,-2.58,4,128,0,0.7090877973643677,1218.5882352941176,1.6146,1.828,3.1906,0.0
Security,98,3,2,7.77,0.03,67,54142,8572,83,0.903,19.1,1,61,1,6.315408841712353,546.8888888888889,7.01631,0.03,24.153000000000002,1.6406666666666667
Security,6,0,2,6.05,0.438,23,10459,17407,51,0.164,5.86,3,165,0,0.6008157169117647,1494.142857142857,0.9922,1.314,8.0886,0.0
Email,5,1,1,4.01,0.313,37,9119,8496,49,0.178,4.09,4,121,0,1.073202306696481,1519.8333333333333,0.71378,1.252,6.9041,1.5198333333333331
Food & Beverages,10,1,2,6.61,0.325,65,13420,13447,44,0.38,-0.3,3,163,0,0.9979179060083284,1220.0,2.5118,0.9750000000000001,4.268,1.22
Human Resources,19,0,2,4.62,0.295,49,12925,21061,13,0.139,-4.62,3,156,0,0.6136644193333967,646.25,0.6421800000000001,0.885,0.6994,0.0
Pharmaceuticals,68,3,3,7.81,0.027,77,68094,13395,87,0.872,11.11,1,109,1,5.083159151985667,986.8695652173913,6.81032,0.027,18.3657,2.9606086956521738
Software Development,95,3,3,8.07,0.058,82,86356,26151,83,0.757,34.74,2,78,1,3.302080146833894,899.5416666666666,6.10899,0.116,37.1342,2.698625
Music,32,3,3,7.98,0.024,67,54445,6196,77,0.921,16.07,3,148,1,8.78570275939971,1649.8484848484848,7.3495800000000004,0.07200000000000001,20.073900000000002,4.949545454545454
Human Resources,63,4,3,7.31,0.017,95,97513,25993,89,0.842,38.25,2,42,1,3.7513656997768714,1523.640625,6.1550199999999995,0.034,42.9425,6.0945625
Energy,52,1,3,6.38,0.232,50,40983,23290,61,0.581,1.16,4,63,1,1.7596067150401442,773.2641509433962,3.7067799999999997,0.928,6.8076,0.7732641509433962
Real Estate,92,2,2,7.75,0.056,87,134955,38353,98,0.938,29.54,3,200,1,3.51866819627679,1451.1290322580646,7.2695,0.168,38.7492,2.902258064516129
Software Development,10,0,2,6.81,0.294,31,8670,7519,42,0.125,-2.83,3,134,0,1.1529255319148937,788.1818181818181,0.85125,0.8819999999999999,3.0114,0.0
Network Infrastructure,95,3,3,7.91,0.012,88,83539,20415,74,0.874,45.01,2,80,1,4.09183973354232,870.1979166666666,6.91334,0.024,40.7074,2.61059375
Transportation,53,2,2,8.21,0.063,86,67623,21049,95,0.898,8.23,1,93,1,3.21249406175772,1252.2777777777778,7.372580000000001,0.063,17.3185,2.5045555555555556
Software Development,7,0,1,4.45,0.185,21,15836,17057,42,0.193,8.08,5,177,0,0.9283620588580138,1979.5,0.85885,0.925,7.593599999999999,0.0
Music,40,4,2,9.58,0.011,71,76763,26893,97,0.9,10.43,2,88,1,2.8542797650033465,1872.2682926829268,8.622,0.022,19.8171,7.489073170731707
E-Commerce,22,1,1,5.39,0.301,51,9027,11915,56,0.248,-2.44,3,233,0,0.7575528700906344,392.4782608695652,1.33672,0.903,4.2336,0.39247826086956517
Analytics,96,2,1,7.08,0.01,96,64937,6330,79,0.913,25.4,1,121,1,10.256989417153688,669.4536082474227,6.464040000000001,0.01,27.965999999999998,1.3389072164948455
Human Resources,54,4,3,8.01,0.025,67,62794,17169,91,0.916,33.16,2,54,1,3.6571927781013396,1141.709090909091,7.33716,0.05,39.2756,4.566836363636364
Pharmaceuticals,188,1,3,8.83,0.012,66,88559,43043,83,0.798,19.89,1,56,1,2.0574063748722238,468.56613756613757,7.046340000000001,0.012,24.808699999999998,0.4685661375661376
Retail,167,1,2,7.72,0.033,81,104633,20766,76,0.846,35.8,2,49,1,5.038426349496798,622.8154761904761,6.53112,0.066,34.808,0.6228154761904762
Manufacturing,74,3,2,9.74,0.062,75,90851,19487,91,0.869,15.48,1,94,1,4.661894499178982,1211.3466666666666,8.46406,0.062,23.186799999999998,3.63404
E-Commerce,63,4,2,9.11,0.033,73,50022,14831,84,0.903,18.33,1,63,1,3.3725728155339807,781.59375,8.226329999999999,0.033,23.797199999999997,3.126375
Media,15,0,1,4.32,0.347,39,10910,16904,31,0.293,0.29,4,272,0,0.6453711919550429,681.875,1.26576,1.388,3.1898999999999997,0.0
Cloud Computing,16,0,1,5.56,0.398,21,11591,13862,59,0.357,-0.4,4,126,0,0.8361105099906225,681.8235294117648,1.9849199999999998,1.592,5.664,0.0
Mobile,22,1,1,3.95,0.352,58,15525,25008,40,0.178,-1.89,4,128,0,0.6207765204526371,675.0,0.7031,1.408,3.2439999999999998,0.675
Food & Beverages,16,0,1,3.12,0.317,14,12193,18765,41,0.226,0.41,3,195,0,0.6497388894809762,717.2352941176471,0.7051200000000001,0.9510000000000001,4.2681000000000004,0.0
Software Development,14,1,1,2.46,0.245,18,14444,21025,19,0.437,-13.91,4,187,0,0.6869590031389708,962.9333333333333,1.07502,0.98,-0.7429000000000001,0.9629333333333333
Mobile,92,1,2,7.91,0.016,82,75093,25526,74,0.983,13.13,2,137,1,2.941708778939946,807.4516129032259,7.77553,0.032,17.116200000000003,0.8074516129032259
Mobile,142,1,2,7.62,0.058,67,70262,28618,85,0.77,24.59,3,95,1,2.455082287990496,491.34265734265733,5.8674,0.17400000000000002,29.401500000000002,0.4913426573426573
Gaming,20,0,1,4.8,0.309,31,21720,28807,22,0.165,15.3,5,150,0,0.7539572341016384,1034.2857142857142,0.792,1.545,5.566,0.0
Pharmaceuticals,67,2,2,8.78,0.012,73,90178,50454,69,0.817,24.84,2,67,1,1.78729560994946,1326.1470588235295,7.173259999999999,0.024,24.0396,2.652294117647059
Real Estate,79,2,3,8.09,0.038,84,102089,51960,69,0.846,28.59,1,92,1,1.9647235426569927,1276.1125,6.8441399999999994,0.038,26.6271,2.552225
Marketing,49,2,3,8.31,0.01,83,113309,44409,93,0.958,44.25,2,76,1,2.5514298581400587,2266.18,7.96098,0.02,50.4525,4.53236
Healthcare,128,2,3,7.66,0.046,68,80931,4949,92,0.943,24.94,1,49,1,16.34969696969697,627.3720930232558,7.22338,0.046,32.1448,1.2547441860465116
Pharmaceuticals,72,3,2,8.09,0.014,60,71635,30758,79,0.899,19.53,2,53,1,2.328911863194512,981.3013698630137,7.27291,0.028,23.328699999999998,2.9439041095890413
Enterprise Software,70,2,2,8.7,0.017,69,169831,21651,79,0.954,11.29,3,110,1,7.8436634029188985,2391.9859154929577,8.2998,0.051000000000000004,16.8191,4.783971830985916
Human Resources,14,0,1,5.38,0.373,16,6594,6273,24,0.207,-0.73,4,156,0,1.051004144086707,439.6,1.1136599999999999,1.492,2.2248,0.0
Mobile,23,1,1,4.08,0.373,19,11389,11091,42,0.265,4.98,5,184,0,1.0267760548142806,474.5416666666667,1.0812000000000002,1.865,6.2916,0.4745416666666667
Mobile,48,2,2,8.68,0.01,77,84072,24435,95,0.875,11.08,1,66,1,3.4404976264527747,1715.7551020408164,7.595,0.01,20.026,3.4315102040816328
E-Commerce,65,3,3,7.39,0.048,90,70178,30693,100,0.83,47.84,2,87,1,2.286375187333029,1063.3030303030303,6.133699999999999,0.096,57.84,3.189909090909091
Media,11,1,1,5.42,0.348,21,18846,22714,36,0.2,8.48,3,135,0,0.8296720228923619,1570.5,1.084,1.044,6.6528,1.5705
Real Estate,180,3,2,9.37,0.01,91,84970,34611,75,0.841,14.33,2,118,1,2.454928926383913,469.4475138121547,7.880169999999999,0.02,18.2475,1.408342541436464
Finance,64,2,2,6.49,0.202,59,34796,26668,71,0.539,3.78,4,82,1,1.3047358356143837,535.3230769230769,3.4981100000000005,0.808,9.7838,1.0706461538461538
Education,47,1,1,7.97,0.03,97,84115,20124,99,0.782,12.01,2,115,1,4.179627329192547,1752.3958333333333,6.23254,0.06,21.7899,1.7523958333333332
Real Estate,71,4,3,9.69,0.022,86,72691,25777,80,0.898,16.29,2,128,1,2.8198851734036774,1009.5972222222222,8.70162,0.044,21.031999999999996,4.038388888888889
Manufacturing,91,4,2,8.13,0.03,84,70590,28893,90,0.853,8.35,2,52,1,2.4430677649338963,767.2826086956521,6.93489,0.06,16.515,3.0691304347826085
Marketing,11,0,1,5.64,0.185,43,14973,24736,20,0.216,10.22,3,160,0,0.6052876258236649,1247.75,1.21824,0.5549999999999999,4.044,0.0
Advertising,20,1,2,3.76,0.405,9,16521,18706,43,0.113,-8.11,4,150,0,0.8831453466616774,786.7142857142857,0.42488,1.62,0.8127000000000002,0.7867142857142857
Food & Beverages,23,0,2,2.67,0.25,24,27525,43797,48,0.208,-5.45,3,172,0,0.6284533540344308,1146.875,0.55536,0.75,2.1839999999999997,0.0
Education,12,0,1,4.64,0.479,13,19055,25007,41,0.22,1.35,3,108,0,0.7619561740243123,1465.7692307692307,1.0208,1.4369999999999998,4.653499999999999,0.0
Marketing,72,3,3,7.66,0.023,90,77339,20188,88,0.767,12.58,2,77,1,3.830749417999901,1059.4383561643835,5.8752200000000006,0.046,19.8704,3.1783150684931507
Publishing,142,2,3,8.37,0.04,72,55368,7488,92,0.943,9.19,1,62,1,7.393243423688076,387.1888111888112,7.892909999999999,0.04,17.654799999999998,0.7743776223776224
Cloud Computing,99,3,2,7.88,0.017,69,75220,49143,94,0.772,52.69,1,130,1,1.5306039394432687,752.2,6.08336,0.017,58.928599999999996,2.2566
Hospitality,21,0,2,4.0,0.309,43,13101,14977,55,0.336,10.67,5,349,0,0.8746828682067032,595.5,1.344,1.545,11.368500000000001,0.0
Pharmaceuticals,61,3,2,8.37,0.028,80,57891,3002,83,0.835,21.5,1,83,1,19.277722277722276,933.7258064516129,6.988949999999999,0.028,26.145,2.801177419354839
Finance,6,0,2,6.97,0.443,12,6239,7287,34,0.128,8.25,5,220,0,0.8560647639956093,891.2857142857143,0.89216,2.215,6.205,0.0
Security,111,2,2,8.78,0.04,95,63598,28061,80,0.663,52.01,2,81,1,2.266338821181669,567.8392857142857,5.82114,0.08,49.608000000000004,1.1356785714285713
Human Resources,127,3,1,7.77,0.018,73,79460,13535,65,0.916,7.56,1,94,1,5.870271867612293,620.78125,7.11732,0.018,11.413999999999998,1.86234375
Food & Beverages,11,0,1,4.47,0.356,28,17658,21753,39,0.306,2.76,4,234,0,0.8117127884526983,1471.5,1.3678199999999998,1.424,4.9764,0.0
Finance,132,2,2,7.45,0.078,76,84727,35635,75,0.799,25.56,1,57,1,2.3775676282411045,637.0451127819549,5.9525500000000005,0.078,26.67,1.2740902255639097
Analytics,7,1,1,4.79,0.389,48,18899,27232,20,0.16,2.26,4,127,0,0.6939742224507032,2362.375,0.7664,1.556,2.452,2.362375
Advertising,89,2,2,8.46,0.073,69,98754,61807,78,0.953,24.66,1,91,1,1.5977543360082838,1097.2666666666667,8.062380000000001,0.073,27.034799999999997,2.1945333333333332
Human Resources,80,3,3,8.19,0.032,81,93426,14560,88,0.983,28.07,1,74,1,6.416180207403338,1153.4074074074074,8.05077,0.032,33.501599999999996,3.4602222222222223
Advertising,9,0,1,6.24,0.304,27,12048,14775,9,0.276,4.3,3,167,0,0.8153762858689767,1204.8,1.7222400000000002,0.9119999999999999,1.2870000000000001,0.0
Cloud Computing,74,3,3,7.85,0.021,81,94966,17889,79,0.922,6.95,1,89,1,5.308328675237563,1266.2133333333334,7.2377,0.021,13.3905,3.7986400000000002
Food & Beverages,14,0,2,5.69,0.268,33,23372,39519,29,0.231,-5.82,5,178,0,0.5913967611336033,1558.1333333333334,1.3143900000000002,1.34,1.2122,0.0
Publishing,77,0,1,6.76,0.185,57,17166,23895,61,0.573,4.45,4,92,0,0.718362905925678,220.07692307692307,3.8734799999999994,0.74,8.814499999999999,0.0
Security,24,1,3,5.58,0.133,61,32399,23897,72,0.371,-0.6,4,73,1,1.3557201439451,1295.96,2.07018,0.532,6.768000000000001,1.29596
Media,29,2,3,6.39,0.2,56,32435,12819,51,0.631,2.08,3,99,0,2.53003120124805,1081.1666666666667,4.03209,0.6000000000000001,6.1608,2.1623333333333337
Transportation,98,2,3,6.56,0.031,99,60223,16487,89,0.922,28.89,1,124,1,3.6525351770984957,608.3131313131313,6.0483199999999995,0.031,34.6121,1.2166262626262625
Cloud Computing,17,0,1,5.25,0.255,31,13076,18140,32,0.352,-3.61,3,258,0,0.7207981919409073,726.4444444444445,1.8479999999999999,0.765,2.0448000000000004,0.0
Enterprise Software,37,3,2,8.94,0.064,100,83645,29662,76,0.868,15.03,2,76,1,2.8198429019316995,2201.184210526316,7.759919999999999,0.128,19.022800000000004,6.603552631578948
Advertising,44,2,2,7.86,0.082,94,67504,17028,84,0.857,32.2,3,42,1,3.9640613071818662,1500.088888888889,6.73602,0.246,35.448,3.000177777777778
Manufacturing,28,1,2,5.85,0.15,50,21444,17779,50,0.51,-1.31,2,114,1,1.20607424071991,739.448275862069,2.9835,0.3,4.345,0.739448275862069
Publishing,61,3,3,8.24,0.038,85,112974,26718,67,0.94,12.5,2,99,1,4.228227104307796,1822.1612903225807,7.7456,0.076,15.075,5.466483870967743
Cloud Computing,72,2,3,8.75,0.029,99,89615,28486,95,0.89,24.25,2,56,1,3.145820900761751,1227.6027397260275,7.7875000000000005,0.058,32.5375,2.455205479452055
Email,17,0,1,4.67,0.297,29,22645,25815,18,0.27,18.52,4,149,0,0.8771691973969631,1258.0555555555557,1.2609000000000001,1.188,5.1336,0.0
Network Infrastructure,53,0,1,7.5,0.218,58,43682,24458,72,0.395,3.31,4,115,0,1.785927470460771,808.925925925926,2.9625000000000004,0.872,9.5832,0.0
Marketing,13,0,2,4.22,0.371,35,18159,20770,48,0.151,-6.93,4,217,0,0.8742477492658033,1297.0714285714287,0.6372199999999999,1.484,1.4736000000000002,0.0
Enterprise Software,25,0,1,4.17,0.346,36,14505,13475,38,0.22,7.26,5,158,0,1.0763579697239536,557.8846153846154,0.9174,1.73,6.558799999999999,0.0
Mobile,21,0,1,4.8,0.28,64,15427,17155,33,0.139,-10.0,5,428,0,0.8992189321520168,701.2272727272727,0.6672,1.4000000000000001,0.0,0.0
Retail,64,4,1,8.34,0.025,101,79823,38167,88,0.914,17.35,2,52,1,2.091359253825194,1228.0461538461539,7.62276,0.05,24.068,4.912184615384615
Mobile,10,0,2,5.73,0.295,37,6963,7279,32,0.225,2.3,5,201,0,0.956456043956044,633.0,1.2892500000000002,1.4749999999999999,3.9360000000000004,0.0
Human Resources,9,0,2,3.79,0.357,25,28881,40161,29,0.276,-8.54,3,180,0,0.719112593994323,2888.1,1.04604,1.071,0.4234000000000002,0.0
Transportation,16,0,2,4.96,0.352,58,11061,13722,44,0.46,6.62,4,155,0,0.8060190920352692,650.6470588235294,2.2816,1.408,7.312800000000001,0.0
Security,120,2,3,9.02,0.051,93,180725,26198,74,0.787,17.24,1,43,1,6.898164052063056,1493.595041322314,7.09874,0.051,20.1576,2.987190082644628
Healthcare,15,1,2,5.64,0.46,23,9082,11262,16,0.344,-26.21,5,133,0,0.8063570984639972,567.625,1.9401599999999997,2.3000000000000003,-2.5936000000000003,0.567625
Education,18,0,2,4.26,0.251,37,8730,10893,28,0.117,-15.48,5,134,0,0.8013585459886176,459.4736842105263,0.49842000000000003,1.255,-1.5344,0.0
Career Services,47,1,1,8.16,0.021,88,77567,33146,90,0.933,14.62,1,130,1,2.3400911093009924,1615.9791666666667,7.6132800000000005,0.021,22.157999999999998,1.6159791666666667
Manufacturing,11,0,1,6.51,0.473,37,9657,10900,20,0.256,0.4,4,213,0,0.8858820291716356,804.75,1.66656,1.892,2.08,0.0
Education,78,3,2,8.25,0.036,91,59497,14738,93,0.873,19.04,2,101,1,4.036705339575277,753.126582278481,7.20225,0.072,27.007199999999997,2.2593797468354433
Food & Beverages,77,4,2,6.47,0.015,93,80543,29486,79,0.937,35.31,2,105,1,2.731474887238444,1032.6025641025642,6.06239,0.03,35.794900000000005,4.130410256410257
Publishing,57,3,3,8.26,0.015,59,106927,34109,78,0.867,22.55,1,60,1,3.1347698622104954,1843.5689655172414,7.16142,0.015,25.388999999999996,5.530706896551725
Advertising,11,1,2,3.22,0.245,50,7031,8554,34,0.4,-4.56,3,148,0,0.8218585622443015,585.9166666666666,1.2880000000000003,0.735,1.8496000000000001,0.5859166666666666
Career Services,78,4,1,8.36,0.01,83,88964,36585,75,0.853,31.65,1,96,1,2.4316405182310175,1126.126582278481,7.131079999999999,0.01,31.2375,4.504506329113924
Education,82,3,3,7.1,0.031,89,134379,60816,87,0.963,18.56,1,75,1,2.2095631155762367,1619.0240963855422,6.837299999999999,0.031,24.847199999999997,4.857072289156626
Cloud Computing,14,0,2,4.18,0.452,30,9118,14067,38,0.194,-12.22,4,307,0,0.6481376172874609,607.8666666666667,0.81092,1.808,-0.8436000000000002,0.0
Analytics,61,1,2,7.77,0.012,77,108938,52917,91,0.945,45.59,1,82,1,2.0586189954268868,1757.0645161290322,7.342649999999999,0.012,50.58690000000001,1.7570645161290321
Mobile,112,1,2,7.13,0.065,77,86017,29826,75,0.876,26.92,1,49,1,2.883863613504543,761.212389380531,6.24588,0.065,27.69,0.761212389380531
Hospitality,31,4,2,9.17,0.029,98,74009,1788,98,0.904,30.74,1,130,1,41.368921185019566,2312.78125,8.28968,0.029,39.9252,9.251125
Pharmaceuticals,108,3,2,8.51,0.026,81,73556,4044,80,0.842,22.59,1,53,1,18.18442521631644,674.8256880733945,7.165419999999999,0.026,26.072000000000003,2.0244770642201835
Manufacturing,9,1,2,5.92,0.392,11,16659,19772,34,0.197,-9.19,3,197,0,0.8425125170687301,1665.9,1.16624,1.1760000000000002,0.27540000000000014,1.6659000000000002
Hospitality,14,0,1,4.72,0.286,53,9703,16459,12,0.223,5.61,4,212,0,0.5894896719319562,646.8666666666667,1.05256,1.144,1.8732,0.0
Marketing,108,4,1,8.65,0.042,102,77331,16360,87,0.914,21.07,1,79,1,4.726544832222969,709.4587155963303,7.9061,0.042,27.030900000000003,2.8378348623853213
Analytics,16,0,2,3.69,0.295,44,10313,12983,27,0.111,-3.12,5,166,0,0.7942852741836106,606.6470588235294,0.40959,1.4749999999999999,1.8576,0.0
Healthcare,59,4,2,8.13,0.037,75,144174,46321,84,0.856,11.93,3,185,1,3.1124303786537713,2402.9,6.959280000000001,0.11099999999999999,18.4212,9.611600000000001
Software Development,17,0,2,4.42,0.417,64,20062,31940,54,0.22,4.96,5,182,0,0.6280955511724743,1114.5555555555557,0.9724,2.085,8.0784,0.0
Manufacturing,10,0,2,4.94,0.233,37,17600,26752,20,0.209,2.54,5,156,0,0.6578701454042537,1600.0,1.03246,1.165,2.508,0.0
Advertising,105,2,2,7.94,0.016,85,118941,8546,83,0.888,19.93,2,127,1,13.916110916110917,1122.0849056603774,7.05072,0.032,24.8419,2.244169811320755
Analytics,16,0,2,6.09,0.239,33,10777,10725,32,0.249,0.55,4,181,0,1.0047548014171173,633.9411764705883,1.51641,0.956,3.3760000000000003,0.0
Energy,94,2,3,9.31,0.01,66,83333,19302,73,0.909,8.3,2,147,1,4.317100968761332,877.1894736842105,8.46279,0.02,13.359000000000002,1.754378947368421
Healthcare,66,2,3,6.77,0.044,86,93779,30681,77,0.952,17.99,2,62,1,3.056482628251092,1399.686567164179,6.44504,0.088,21.5523,2.799373134328358
Gaming,15,1,2,2.44,0.328,41,12190,16043,53,0.143,11.24,5,189,0,0.7597855896285216,761.875,0.34891999999999995,1.6400000000000001,11.257200000000001,0.761875
Healthcare,86,4,2,8.39,0.01,94,55467,12047,96,0.834,26.8,2,58,1,4.603834661354582,637.551724137931,6.99726,0.02,35.327999999999996,2.550206896551724
Pharmaceuticals,69,2,2,8.63,0.025,73,57142,13236,94,0.894,11.25,1,83,1,4.316839162952331,816.3142857142857,7.71522,0.025,19.975,1.6326285714285713
Gaming,35,0,1,6.97,0.482,34,20620,29876,55,0.261,-1.8,3,192,0,0.6901630016400576,572.7777777777778,1.81917,1.446,4.51,0.0
Healthcare,5,1,1,4.3,0.459,45,14310,21007,34,0.265,8.01,4,275,0,0.6811690784463061,2385.0,1.1395,1.836,6.123399999999999,2.385
Software Development,197,3,2,8.38,0.034,80,115344,20057,92,0.955,11.72,3,103,1,5.750523481902483,582.5454545454545,8.0029,0.10200000000000001,19.9824,1.7476363636363634
Cloud Computing,22,2,1,6.62,0.124,55,33787,31610,71,0.562,5.59,4,68,0,1.0688367973173896,1469.0,3.7204400000000004,0.496,11.068900000000001,2.938
Career Services,80,4,2,7.39,0.054,100,107016,28768,82,0.873,40.61,3,125,1,3.719837324898328,1321.1851851851852,6.45147,0.162,41.50019999999999,5.284740740740741
E-Commerce,14,0,2,4.99,0.384,40,21843,23938,28,0.244,-10.82,5,171,0,0.9124441288274364,1456.2,1.21756,1.92,-0.22960000000000008,0.0
Marketing,89,2,2,8.54,0.033,90,107643,47148,95,0.966,35.95,2,112,1,2.283038876752423,1196.0333333333333,8.24964,0.066,43.6525,2.3920666666666666
Hospitality,43,4,2,7.2,0.014,82,77997,31906,88,0.914,68.1,1,97,1,2.444510608957282,1772.659090909091,6.5808,0.014,68.728,7.090636363636364
Network Infrastructure,91,1,2,8.24,0.102,95,49694,5819,79,0.928,15.56,2,50,1,8.538487972508591,540.1521739130435,7.64672,0.204,20.192400000000003,0.5401521739130435
